Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US250010143001,250010143001,"Block Group 1, Census Tract 143, Barnstable County, Massachusetts",580,240,580,240,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250010143002,250010143002,"Block Group 2, Census Tract 143, Barnstable County, Massachusetts",867,261,856,262,7,11,0,12,0,12,0,12,4,9,0,12,0,12,0,12
1500000US250010143003,250010143003,"Block Group 3, Census Tract 143, Barnstable County, Massachusetts",1004,443,908,396,0,12,0,12,96,108,0,12,0,12,0,12,0,12,0,12
1500000US250010143004,250010143004,"Block Group 4, Census Tract 143, Barnstable County, Massachusetts",1074,206,961,188,0,12,0,12,21,36,0,12,0,12,92,123,13,22,79,121
1500000US250010143005,250010143005,"Block Group 5, Census Tract 143, Barnstable County, Massachusetts",691,221,691,221,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250010144021,250010144021,"Block Group 1, Census Tract 144.02, Barnstable County, Massachusetts",1990,406,1550,342,0,12,41,57,238,287,0,12,27,30,134,158,0,12,134,158
1500000US250010144022,250010144022,"Block Group 2, Census Tract 144.02, Barnstable County, Massachusetts",2426,570,2083,487,0,12,0,12,92,145,0,12,124,198,127,124,20,33,107,123
1500000US250010144023,250010144023,"Block Group 3, Census Tract 144.02, Barnstable County, Massachusetts",2503,477,2184,481,284,298,0,12,0,12,0,12,23,26,12,20,12,20,0,12
1500000US250010145001,250010145001,"Block Group 1, Census Tract 145, Barnstable County, Massachusetts",1803,539,1606,511,97,138,0,12,0,12,0,12,15,23,85,117,0,12,85,117
1500000US250010145002,250010145002,"Block Group 2, Census Tract 145, Barnstable County, Massachusetts",2316,471,2186,416,0,12,50,75,0,12,0,12,32,53,48,82,48,82,0,12
1500000US250010145003,250010145003,"Block Group 3, Census Tract 145, Barnstable County, Massachusetts",1207,422,1056,402,46,44,0,12,41,62,0,12,0,12,64,100,0,12,64,100
1500000US250010146001,250010146001,"Block Group 1, Census Tract 146, Barnstable County, Massachusetts",973,189,850,171,50,52,15,27,0,12,0,12,24,40,34,42,0,12,34,42
1500000US250010146002,250010146002,"Block Group 2, Census Tract 146, Barnstable County, Massachusetts",1263,285,922,225,100,130,0,12,44,36,0,12,115,141,82,68,0,12,82,68
1500000US250010146003,250010146003,"Block Group 3, Census Tract 146, Barnstable County, Massachusetts",486,151,411,129,0,12,60,85,0,12,0,12,0,12,15,24,0,12,15,24
1500000US250010146004,250010146004,"Block Group 4, Census Tract 146, Barnstable County, Massachusetts",1485,336,1295,289,164,186,0,12,0,12,0,12,6,10,20,36,20,36,0,12
1500000US250010147001,250010147001,"Block Group 1, Census Tract 147, Barnstable County, Massachusetts",633,262,633,262,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250010147002,250010147002,"Block Group 2, Census Tract 147, Barnstable County, Massachusetts",1283,264,1207,247,34,48,0,12,22,38,0,12,1,2,19,26,0,12,19,26
1500000US250010147003,250010147003,"Block Group 3, Census Tract 147, Barnstable County, Massachusetts",1509,215,1304,210,72,49,16,23,90,93,0,12,0,12,27,40,27,40,0,12
1500000US250010148001,250010148001,"Block Group 1, Census Tract 148, Barnstable County, Massachusetts",732,160,602,143,23,29,0,12,67,83,0,12,26,40,14,18,4,9,10,15
1500000US250010148002,250010148002,"Block Group 2, Census Tract 148, Barnstable County, Massachusetts",891,199,792,193,0,12,0,12,36,55,0,12,63,81,0,12,0,12,0,12
1500000US250010148003,250010148003,"Block Group 3, Census Tract 148, Barnstable County, Massachusetts",1404,321,1058,232,163,198,5,9,62,56,0,12,23,33,93,102,67,94,26,44
1500000US250010148004,250010148004,"Block Group 4, Census Tract 148, Barnstable County, Massachusetts",486,120,391,82,14,22,0,12,68,85,0,12,0,12,13,26,13,26,0,12
1500000US250010149001,250010149001,"Block Group 1, Census Tract 149, Barnstable County, Massachusetts",552,178,552,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250010149002,250010149002,"Block Group 2, Census Tract 149, Barnstable County, Massachusetts",1109,207,1109,207,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250010149003,250010149003,"Block Group 3, Census Tract 149, Barnstable County, Massachusetts",600,136,516,127,33,47,0,12,27,31,0,12,0,12,24,43,0,12,24,43
1500000US250010149004,250010149004,"Block Group 4, Census Tract 149, Barnstable County, Massachusetts",1387,166,1321,176,0,12,0,12,66,66,0,12,0,12,0,12,0,12,0,12
1500000US250010150011,250010150011,"Block Group 1, Census Tract 150.01, Barnstable County, Massachusetts",2067,269,1847,257,36,43,0,12,75,89,0,12,0,12,109,115,0,12,109,115
1500000US250010150012,250010150012,"Block Group 2, Census Tract 150.01, Barnstable County, Massachusetts",2314,330,1761,321,33,28,242,155,37,60,0,12,103,114,138,94,27,37,111,70
1500000US250010150021,250010150021,"Block Group 1, Census Tract 150.02, Barnstable County, Massachusetts",2757,253,2280,256,180,121,236,177,6,10,0,12,13,20,42,55,29,50,13,17
1500000US250010150022,250010150022,"Block Group 2, Census Tract 150.02, Barnstable County, Massachusetts",1081,240,895,202,24,28,136,98,0,12,0,12,7,11,19,20,11,14,8,14
1500000US250010151001,250010151001,"Block Group 1, Census Tract 151, Barnstable County, Massachusetts",1755,274,1616,264,26,26,12,21,5,10,0,12,25,36,71,55,0,12,71,55
1500000US250010151002,250010151002,"Block Group 2, Census Tract 151, Barnstable County, Massachusetts",1890,280,1783,285,54,47,0,12,10,16,0,12,0,12,43,49,0,12,43,49
1500000US250010152001,250010152001,"Block Group 1, Census Tract 152, Barnstable County, Massachusetts",1213,247,1161,225,0,12,52,58,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250010152002,250010152002,"Block Group 2, Census Tract 152, Barnstable County, Massachusetts",977,170,965,167,0,12,0,12,12,23,0,12,0,12,0,12,0,12,0,12
1500000US250010153001,250010153001,"Block Group 1, Census Tract 153, Barnstable County, Massachusetts",1016,252,889,257,56,57,0,12,0,12,0,12,59,70,12,19,12,19,0,12
1500000US250010153002,250010153002,"Block Group 2, Census Tract 153, Barnstable County, Massachusetts",945,180,698,154,140,99,22,32,0,12,0,12,21,24,64,55,17,28,47,47
1500000US250010153003,250010153003,"Block Group 3, Census Tract 153, Barnstable County, Massachusetts",1148,221,874,213,122,102,21,33,93,93,0,12,8,19,30,37,0,12,30,37
1500000US250019900000,250019900000,"Block Group 0, Census Tract 9900, Barnstable County, Massachusetts",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039001001,250039001001,"Block Group 1, Census Tract 9001, Berkshire County, Massachusetts",720,191,566,168,101,81,0,12,0,12,0,12,0,12,53,60,0,12,53,60
1500000US250039001002,250039001002,"Block Group 2, Census Tract 9001, Berkshire County, Massachusetts",1181,260,987,229,29,29,0,12,49,54,0,12,0,12,116,112,0,12,116,112
1500000US250039001003,250039001003,"Block Group 3, Census Tract 9001, Berkshire County, Massachusetts",363,113,323,112,20,31,0,12,0,12,0,12,0,12,20,26,0,12,20,26
1500000US250039001004,250039001004,"Block Group 4, Census Tract 9001, Berkshire County, Massachusetts",864,237,685,204,89,74,0,12,0,12,0,12,9,17,81,112,0,12,81,112
1500000US250039002001,250039002001,"Block Group 1, Census Tract 9002, Berkshire County, Massachusetts",895,281,595,253,99,105,0,12,180,208,0,12,0,12,21,31,0,12,21,31
1500000US250039002002,250039002002,"Block Group 2, Census Tract 9002, Berkshire County, Massachusetts",467,213,413,160,0,12,0,12,0,12,0,12,54,74,0,12,0,12,0,12
1500000US250039002003,250039002003,"Block Group 3, Census Tract 9002, Berkshire County, Massachusetts",912,292,786,272,53,62,0,12,2,5,0,12,0,12,71,61,21,32,50,67
1500000US250039002004,250039002004,"Block Group 4, Census Tract 9002, Berkshire County, Massachusetts",583,247,515,230,43,53,0,12,0,12,0,12,0,12,25,25,0,12,25,25
1500000US250039002005,250039002005,"Block Group 5, Census Tract 9002, Berkshire County, Massachusetts",797,325,515,169,104,137,47,62,0,12,0,12,38,42,93,123,0,12,93,123
1500000US250039002006,250039002006,"Block Group 6, Census Tract 9002, Berkshire County, Massachusetts",577,184,437,187,66,92,0,12,54,59,8,15,0,12,12,22,0,12,12,22
1500000US250039003001,250039003001,"Block Group 1, Census Tract 9003, Berkshire County, Massachusetts",936,223,781,159,90,77,0,12,0,12,0,12,0,12,65,71,0,12,65,71
1500000US250039003002,250039003002,"Block Group 2, Census Tract 9003, Berkshire County, Massachusetts",702,215,432,156,70,75,0,12,0,12,0,12,124,147,76,115,0,12,76,115
1500000US250039003003,250039003003,"Block Group 3, Census Tract 9003, Berkshire County, Massachusetts",1147,271,1062,239,53,62,0,12,0,12,0,12,0,12,32,50,0,12,32,50
1500000US250039004001,250039004001,"Block Group 1, Census Tract 9004, Berkshire County, Massachusetts",1046,319,942,279,17,29,0,12,0,12,0,12,73,116,14,25,0,12,14,25
1500000US250039004002,250039004002,"Block Group 2, Census Tract 9004, Berkshire County, Massachusetts",1419,493,1079,459,74,70,0,12,127,168,0,12,57,61,82,80,0,12,82,80
1500000US250039004003,250039004003,"Block Group 3, Census Tract 9004, Berkshire County, Massachusetts",487,204,437,187,24,35,0,12,0,12,0,12,2,20,24,35,0,12,24,35
1500000US250039004004,250039004004,"Block Group 4, Census Tract 9004, Berkshire County, Massachusetts",1096,370,1002,334,0,12,0,12,0,12,0,12,17,26,77,122,0,12,77,122
1500000US250039004005,250039004005,"Block Group 5, Census Tract 9004, Berkshire County, Massachusetts",1182,454,879,407,233,272,0,12,18,30,0,12,52,89,0,12,0,12,0,12
1500000US250039005001,250039005001,"Block Group 1, Census Tract 9005, Berkshire County, Massachusetts",1100,224,911,198,58,63,0,12,89,79,0,12,11,18,31,49,31,49,0,12
1500000US250039005002,250039005002,"Block Group 2, Census Tract 9005, Berkshire County, Massachusetts",2250,314,2198,317,14,18,0,12,16,20,0,12,22,34,0,12,0,12,0,12
1500000US250039006001,250039006001,"Block Group 1, Census Tract 9006, Berkshire County, Massachusetts",447,149,386,147,43,69,0,12,0,12,0,12,0,12,18,29,0,12,18,29
1500000US250039006002,250039006002,"Block Group 2, Census Tract 9006, Berkshire County, Massachusetts",786,253,540,216,151,124,18,31,37,49,0,12,12,19,28,38,11,19,17,32
1500000US250039006003,250039006003,"Block Group 3, Census Tract 9006, Berkshire County, Massachusetts",544,193,399,117,126,164,0,12,0,12,0,12,0,12,19,26,0,12,19,26
1500000US250039006004,250039006004,"Block Group 4, Census Tract 9006, Berkshire County, Massachusetts",960,290,760,230,153,208,0,12,10,16,0,12,0,12,37,41,8,13,29,39
1500000US250039006005,250039006005,"Block Group 5, Census Tract 9006, Berkshire County, Massachusetts",700,239,574,218,7,15,0,12,25,38,0,12,76,94,18,25,18,25,0,12
1500000US250039007001,250039007001,"Block Group 1, Census Tract 9007, Berkshire County, Massachusetts",559,147,532,147,14,23,0,12,0,12,0,12,13,21,0,12,0,12,0,12
1500000US250039007002,250039007002,"Block Group 2, Census Tract 9007, Berkshire County, Massachusetts",649,160,649,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039007003,250039007003,"Block Group 3, Census Tract 9007, Berkshire County, Massachusetts",572,90,572,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039007004,250039007004,"Block Group 4, Census Tract 9007, Berkshire County, Massachusetts",978,209,978,209,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039008001,250039008001,"Block Group 1, Census Tract 9008, Berkshire County, Massachusetts",1054,234,1047,234,6,5,0,12,1,3,0,12,0,12,0,12,0,12,0,12
1500000US250039008002,250039008002,"Block Group 2, Census Tract 9008, Berkshire County, Massachusetts",843,376,557,178,0,12,46,63,0,12,0,12,0,12,240,283,0,12,240,283
1500000US250039008003,250039008003,"Block Group 3, Census Tract 9008, Berkshire County, Massachusetts",818,293,783,289,0,12,0,12,0,12,0,12,0,12,35,49,0,12,35,49
1500000US250039008004,250039008004,"Block Group 4, Census Tract 9008, Berkshire County, Massachusetts",1334,277,1287,270,0,12,16,27,0,12,0,12,0,12,31,54,0,12,31,54
1500000US250039008005,250039008005,"Block Group 5, Census Tract 9008, Berkshire County, Massachusetts",674,221,590,214,25,42,11,19,22,33,0,12,0,12,26,24,0,12,26,24
1500000US250039009001,250039009001,"Block Group 1, Census Tract 9009, Berkshire County, Massachusetts",825,310,825,310,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039009002,250039009002,"Block Group 2, Census Tract 9009, Berkshire County, Massachusetts",1486,523,1185,462,137,158,0,12,0,12,0,12,164,219,0,12,0,12,0,12
1500000US250039009003,250039009003,"Block Group 3, Census Tract 9009, Berkshire County, Massachusetts",621,342,609,330,0,12,0,12,12,29,0,12,0,12,0,12,0,12,0,12
1500000US250039009004,250039009004,"Block Group 4, Census Tract 9009, Berkshire County, Massachusetts",1765,520,1721,506,0,12,18,31,0,12,0,12,0,12,26,44,0,12,26,44
1500000US250039009005,250039009005,"Block Group 5, Census Tract 9009, Berkshire County, Massachusetts",449,259,436,254,13,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039011001,250039011001,"Block Group 1, Census Tract 9011, Berkshire County, Massachusetts",321,79,321,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039011002,250039011002,"Block Group 2, Census Tract 9011, Berkshire County, Massachusetts",622,144,564,129,9,15,0,12,0,12,0,12,0,12,49,56,0,12,49,56
1500000US250039011003,250039011003,"Block Group 3, Census Tract 9011, Berkshire County, Massachusetts",956,179,931,176,0,12,0,12,25,30,0,12,0,12,0,12,0,12,0,12
1500000US250039011004,250039011004,"Block Group 4, Census Tract 9011, Berkshire County, Massachusetts",1693,243,1514,228,37,39,10,13,28,38,0,12,82,59,22,26,0,12,22,26
1500000US250039111001,250039111001,"Block Group 1, Census Tract 9111, Berkshire County, Massachusetts",1512,283,1493,285,0,12,0,12,13,20,0,12,0,12,6,10,0,12,6,10
1500000US250039111002,250039111002,"Block Group 2, Census Tract 9111, Berkshire County, Massachusetts",792,262,699,250,37,57,0,12,27,38,0,12,0,12,29,42,0,12,29,42
1500000US250039111003,250039111003,"Block Group 3, Census Tract 9111, Berkshire County, Massachusetts",700,240,681,238,19,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039121001,250039121001,"Block Group 1, Census Tract 9121, Berkshire County, Massachusetts",1239,348,1239,348,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039121002,250039121002,"Block Group 2, Census Tract 9121, Berkshire County, Massachusetts",1051,283,993,284,0,12,28,42,0,12,0,12,0,12,30,48,30,48,0,12
1500000US250039121003,250039121003,"Block Group 3, Census Tract 9121, Berkshire County, Massachusetts",650,194,650,194,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039121004,250039121004,"Block Group 4, Census Tract 9121, Berkshire County, Massachusetts",711,197,680,180,26,30,0,12,5,11,0,12,0,12,0,12,0,12,0,12
1500000US250039121005,250039121005,"Block Group 5, Census Tract 9121, Berkshire County, Massachusetts",680,202,622,181,0,12,0,12,19,36,0,12,0,12,39,58,0,12,39,58
1500000US250039121006,250039121006,"Block Group 6, Census Tract 9121, Berkshire County, Massachusetts",1024,250,960,253,0,12,0,12,56,86,0,12,8,14,0,12,0,12,0,12
1500000US250039121007,250039121007,"Block Group 7, Census Tract 9121, Berkshire County, Massachusetts",1302,257,1276,263,0,12,0,12,26,40,0,12,0,12,0,12,0,12,0,12
1500000US250039131001,250039131001,"Block Group 1, Census Tract 9131, Berkshire County, Massachusetts",571,266,538,269,0,12,0,12,33,53,0,12,0,12,0,12,0,12,0,12
1500000US250039131002,250039131002,"Block Group 2, Census Tract 9131, Berkshire County, Massachusetts",449,134,407,138,16,21,0,12,0,12,0,12,13,21,13,15,0,12,13,15
1500000US250039131003,250039131003,"Block Group 3, Census Tract 9131, Berkshire County, Massachusetts",783,219,783,219,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039131004,250039131004,"Block Group 4, Census Tract 9131, Berkshire County, Massachusetts",532,153,519,155,13,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039131005,250039131005,"Block Group 5, Census Tract 9131, Berkshire County, Massachusetts",1366,304,1318,291,0,12,0,12,48,66,0,12,0,12,0,12,0,12,0,12
1500000US250039131006,250039131006,"Block Group 6, Census Tract 9131, Berkshire County, Massachusetts",542,187,448,189,71,62,0,12,10,18,0,12,0,12,13,20,0,12,13,20
1500000US250039131007,250039131007,"Block Group 7, Census Tract 9131, Berkshire County, Massachusetts",751,241,751,241,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250039141001,250039141001,"Block Group 1, Census Tract 9141, Berkshire County, Massachusetts",995,222,913,214,4,7,0,12,78,107,0,12,0,12,0,12,0,12,0,12
1500000US250039141002,250039141002,"Block Group 2, Census Tract 9141, Berkshire County, Massachusetts",892,343,617,211,20,28,0,12,32,51,0,12,223,266,0,12,0,12,0,12
1500000US250039141003,250039141003,"Block Group 3, Census Tract 9141, Berkshire County, Massachusetts",847,255,844,255,0,12,0,12,3,6,0,12,0,12,0,12,0,12,0,12
1500000US250039141004,250039141004,"Block Group 4, Census Tract 9141, Berkshire County, Massachusetts",1068,327,1031,329,0,12,8,15,0,12,0,12,16,27,13,22,0,12,13,22
1500000US250039141005,250039141005,"Block Group 5, Census Tract 9141, Berkshire County, Massachusetts",1524,455,1447,459,58,70,0,12,19,30,0,12,0,12,0,12,0,12,0,12
1500000US250039141006,250039141006,"Block Group 6, Census Tract 9141, Berkshire County, Massachusetts",470,183,425,184,0,12,0,12,37,63,0,12,0,12,8,14,0,12,8,14
1500000US250039201011,250039201011,"Block Group 1, Census Tract 9201.01, Berkshire County, Massachusetts",453,108,433,106,13,21,0,12,0,12,0,12,4,9,3,8,0,12,3,8
1500000US250039201012,250039201012,"Block Group 2, Census Tract 9201.01, Berkshire County, Massachusetts",1420,199,1264,178,0,12,0,12,64,56,0,12,0,12,92,80,0,12,92,80
1500000US250039201013,250039201013,"Block Group 3, Census Tract 9201.01, Berkshire County, Massachusetts",1889,201,1440,179,140,54,6,11,164,67,0,12,91,60,48,47,5,8,43,46
1500000US250039201014,250039201014,"Block Group 4, Census Tract 9201.01, Berkshire County, Massachusetts",660,177,504,121,14,24,0,12,39,57,0,12,0,12,103,120,0,12,103,120
1500000US250039201021,250039201021,"Block Group 1, Census Tract 9201.02, Berkshire County, Massachusetts",1158,153,786,138,97,55,41,42,159,76,0,12,33,27,42,33,2,4,40,33
1500000US250039201022,250039201022,"Block Group 2, Census Tract 9201.02, Berkshire County, Massachusetts",1142,134,1013,141,74,57,0,12,33,32,0,12,4,9,18,19,0,12,18,19
